"basec_id","project_title","multi_or_monocentric","principal_investigator","investigational_sites","type","study_phase","study_category","lead_ec","local_ecs","final_decition_date"
2017-00193,"Adhesion study of Flectoparin® Tissugel
following plaster application to the lower
leg (supra-malleolar area) in healthy
volunteers",monocentric,"MD, Milko Radicioni","CROSS Research S.A., Arzo",clinical trial,phase 1,B,"Comitato etico
cantonale Ticino",,10.02.2017
2017-00228,"ICON8B: A phase III randomised trial
investigating the combination of dose-
fractionated chemotherapy and
bevacizumab compared to either strategy
alone for the first-line treatment of women
with newly diagnosed hight-risk stage III-IV
epithelial ovarian, fallopian tube or primary
peritoneal cancer",multicentric,"Prof. dr. med Cristiana
Sessa","CTU-EOC, Bellinzona
Inselspital, Bern
University Hospital, 3010
Bern
Kantonsspital Frauenfeld,
Frauenklinik, 8501
Frauenfeld",clinical trial,phase 3,B,"Comitato etico
cantonale Ticino","Ethikkommission
Ostschweiz EKOS
Kantonale
Ethikkommission Bern",03.11.2017
2017-00232,"An exploratory proof-of mechanism study
to assess the effect of Ruxolitinib on tumor
infiltrating myeloid cells and additional
immune subsets in prostate cancer patients",monocentric,MD Andrea Alimonti,"Institute of Oncology
Research (IOR), Oncology
Institute of Southern
Switzerland (IOSI),
Bellinzona",clinical trial,n/a,B,"Comitato etico
cantonale Ticino",,18.08.2017
2017-00233,"European Multinational Prolongation
Registry on Prevention of Thromboembolic
Events In Atrial Fibrillation",monocentric,Tiziano Moccetti,"Cardiocentro Ticino,
Lugano","non clinical, involving
persons",,A,"Comitato etico
cantonale Ticino",,30.03.2017
2017-00247,"There’s no place like home”: Testing the
cost-effectiveness of home treatment  for
acute mental illness in Ticino
I",monocentric,Dr. Maria Caiata Zufferey,"Scuola universitaria
professionale della
Svizzera italiana,
Dipartimento economia
aziendale, sanità e sociale
, 6928 Manno","non clinical, involving
persons",,A,"Comitato etico
cantonale Ticino",,28.03.2017
2017-00266,"Clinical Validation Study for Algorithmic
Evaluation & SmartCardia device(s) /
“SmartWearable” for Accuracy / Safety and
Efficacy vs. the Golden Standard
Monitoring ICU System",monocentric,"Prof. Dr. Med. Tiziano
Cassina","Cardiocentro, Lugano",clinical trial,,A,"Comitato etico
cantonale Ticino",,18.05.2017
2017-00317,"Open Label Pilot Exploratory Study of a
new Mandibular Oral Device for Mild to
Moderate Obstructive Sleep Apnea: The
BVL Project",monocentric,"Prof. Dr med. Mauro
Manconi","Neurocentro Ospedale
Regionale di Lugano,
Lugano",clinical trial,,A,"Comitato etico
cantonale Ticino",,08.05.2017
2017-00325,"EVALUATION OF THE SAFETY AND
EFFICACY OF AN EDOXABAN-BASED
COMPARED TO A VITAMIN K ANTAGONIST-
BASED ANTITHROMBOTIC REGIMEN
FOLLOWING SUCCESSFUL PERCUTANEOUS
CORONARY INTERVENTION (PCI) WITH
STENT PLACEMENT. (EDOXABAN
TREATMENT VERSUS VKA IN PATIENTS
WITH AF UNDERGOING PCI - ENTRUST AF-
PCI)",multicentric,Prof. Dr. Tiziano Moccetti,"Cardiocentro Ticino,
Lugano
Abteilung Kardiologie,
Kantonsspital, St. Gallen
Cardioloy , Fribourg
Kardiologie /
Kantonsspital Winterthur,
Winterthur",clinical trial,phase 3,C,"Comitato etico
cantonale Ticino","Ethikkommission
Ostschweiz EKOS
Kantonale
Ethikkommission
Zürich
Commission
cantonale d'éthique
de la recherche sur
l'être humain Vaud
(CER-VD)",06.06.2017
2017-00414,"ESCP International snapshot audit 2017
Left colon, sigmoid, and rectal resections",monocentric,Dr Luca Regusci,"Ospedale Regionale
Mendrisio, Mendrisio","personal
data/biological material",,,"Comitato etico
cantonale Ticino",,24.04.2017
2017-00430,"SIEROPREVALENZA DEL VIRUS FSME NEGLI
ALLEVATORI DELLA VALLE MAGGIA",monocentric,PhD Simona Casati Pagani,"Ufficio del medico
cantonale, Bellinzona","non clinical, involving
persons",,A,"Comitato etico
cantonale Ticino",,29.03.2017
2017-00456,"ESTIMATION OF SHOULDER ROTATION
AXIS DURING FLEXION EXTENSION OF THE
UPPER LIMBS IN THREE DIFFERENT
CONDITIONS: A PILOT STUDY",monocentric,Prof. Marco Barbero,"SUPSI - DEASS, Manno","non clinical, involving
persons",,A,"Comitato etico
cantonale Ticino",,12.04.2017
2017-00491,"CPDR001X2106 - Phase I/Ib, multi-center,
open-label, study of single agent CJM112,
and PDR001 in combination with LCL161 or
CJM112 in patients with relapsed and/or
refractory multiple myeloma",monocentric,"Dr. med. Anastasios
Stathis","IOSI, Bellinzona",clinical trial,phase 1,C,"Comitato etico
cantonale Ticino",,10.07.2017
2017-00512,"Studio dell'effetto immunomodulatorio e
condroprotettivo di cellule staminali
mesenchimali mediante un modello
microfluidico di articolazione artrosica",monocentric,Dr. Matteo Moretti,"EOC, Lugano","personal
data/biological material",,,"Comitato etico
cantonale Ticino",,08.06.2017
2017-00559,"BIOmarkers and PREDISC diagnostic
evaluation for patients with  suspected
Transient Ischemic Attacks: The BIO-
PREDISC-TIA SWISS cohort study",multicentric,Dr.med Carlo Cereda,"Neurocentro della
Svizzera Italiana, Lugano
University of Lausanne
(CHUV), Lausanne","non clinical, involving
persons",,A,"Comitato etico
cantonale Ticino","Commission
cantonale d'éthique
de la recherche sur
l'être humain Vaud
(CER-VD)",04.08.2017
2017-00607,"Drug interaction study of safinamide and a
BCRP substrate, rosuvastatin,
concomitantly administered to healthy
volunteers",monocentric,MD/Milko Radicioni,"CROSS Research SA, Arzo",clinical trial,phase 1,B,"Comitato etico
cantonale Ticino",,27.04.2017
2017-00618,"A Post-Approval Registry of the TREO®
Stent-Graft for Patients with Infrarenal
Abdominal Aortic Aneurysms",monocentric,Dr Jos C. van den Berg,"CENTRO VASCOLARE
TICINO, Ospedale
Regionale di Lugano, sede
Civico, Lugano","non clinical, involving
persons",,A,"Comitato etico
cantonale Ticino",,11.07.2017
2017-00649,"I potenziali somato-sensoriali nella
chirurgia degli aneurismi cerebrali: nuove
tecniche di lettura ed elaborazione del
segnale per prevenire il danno ischemico
cerebrale",monocentric,Dr. med. Luca Valci,"Neurocentro della
Svizzera Italiana (NSI),
Lugano","non clinical, involving
persons",,A,"Comitato etico
cantonale Ticino",,02.05.2017
2017-00651,"A Phase 1b, Open-Label, Dose Escalation
Study of ME-401 in Subjects with
Relapsed/Refractory Chronic Lymphocytic
Leukemia/Small Lymphocytic Lymphoma
(CLL/SLL) or Follicular Lymphoma (FL)",monocentric,Dr. Anastasios Stathis,"Oncology Institute of
Southern Switzerland
(IOSI), Bellinzona",clinical trial,phase 1,C,"Comitato etico
cantonale Ticino",,18.07.2017
2017-00658,"SAKK 38/07 PETRA
SAKK participation to the 'PET ReAnalysis
non-Hodgkin’s lymphoma (PETRA) project'.
Validation of interim FDG-PET as a
predictive biomarker of response to
lymphoma.",monocentric,Dr. med. Luca Ceriani,"IOSI, Bellinzona","personal
data/biological material",,,"Comitato etico
cantonale Ticino",,02.05.2017
2017-00681,"Neurologic outcome in comatose patients
managed in a specialized cardiac arrest
centre",monocentric,Prof. Dr. med,"Fondazione Cardiocentro
Ticino, Lugano","personal
data/biological material",,,"Comitato etico
cantonale Ticino",,29.05.2017
2017-00751,"Seroprevalence of liver autoantibodies in
patients with acute hepatitis E infection.",monocentric,"Dr. med B. Terziroli
Beretta-Piccoli","Fondazione Epatocentro,
Lugano","non clinical, involving
persons",,A,"Comitato etico
cantonale Ticino",,24.05.2017
2017-00769,"Pudendal nerve bloc in patient treated for
hemorrhoidectomy under spinal
anaesthesia: prospective randomized
single blind controlled trial",monocentric,Dr. Med. Davide La Regina,"Chirurgia generale - ORBV
Bellinzona EOC, Bellinzona",clinical trial,,A,"Comitato etico
cantonale Ticino",,06.10.2017
2017-00814,"High Resolution MRI of the Optic Nerves in
Patients with Multiple Sclerosis",monocentric,Dr. Emanuele Pravatà,"Ospedale Regionale di
Lugano, 6903 Lugano","non clinical, involving
persons",,A,"Comitato etico
cantonale Ticino",,24.05.2017
2017-00815,"Efficacy and safety of reduced dose of
rituximab in the treatment of multiple
sclerosis – observational, prospective
research project",monocentric,Dr. Chiara Zecca,"Ospedale Regionali di
Lugano, Lugano","non clinical, involving
persons",,A,"Comitato etico
cantonale Ticino",,27.06.2017
2017-00828,"Bolle, Diastole, Stress",monocentric,Dr. med. Daniela Cristina,"Hospitasuisse SA, Bioggio","non clinical, involving
persons",,A,"Comitato etico
cantonale Ticino",,06.06.2017
2017-00895,"“Identification of new possible molecular
markers in glioblastoma multiforme”",monocentric,Dr. Manuela Sarti,"EOC, bELLINZONA","personal
data/biological material",,,"Comitato etico
cantonale Ticino",,24.05.2017
2017-00903,"Melphalan Dose in Myeloma Patients over
65 Years of Age Undergoing High-Dose
Therapy and Autologous Stem Cell
Transplantation",monocentric,Dr. med. Bernhard Gerber,"Servizio die Ematologia
IOSI, Bellinzona","personal
data/biological material",,,"Comitato etico
cantonale Ticino",,06.06.2017
2017-01002,"ACE: Proof of concept Phase I/II trial of the
CXCR2 antagonist AZD5069, administered
in combination with enzalutamide, in
patients with metastatic castration
resistant prostate cancer (mCRPC)",monocentric,Prof. Andrea Alimonti,"Oncology Institute of
Southern Switzerland
(IOSI), Bellinzona",clinical trial,phase 1/2,C,"Comitato etico
cantonale Ticino",,18.08.2017
2017-01004,"Prospective, observational, multi-centred,
non-interventional research project on
plasma cell free DNA genotyping as a tool
to inform mature B-cell tumor management",monocentric,Dr. Davide Rossi,"Oncology Institute of
Southern Switzerland,
Bellinzona","non clinical, involving
persons",,A,"Comitato etico
cantonale Ticino",,13.07.2017
2017-01007,"Feasibility of an integrated physical and
cognitive intervention through ICT
(Information and Communication
Technology) tools in subjects with mild
cognitive impairment, without dementia: a
single-blind randomized parallel pilot
clinical trial.",monocentric,Dott. Pierluigi Quadri,"Ospedali regionali di
Mendrisio e di Lugano,
Mendrisio",clinical trial,,A,"Comitato etico
cantonale Ticino",,12.09.2017
2017-01237,"Role of multimodal CT in the identification
of stroke mimic conditions in patients with
suspected acute stroke",monocentric,dr. med. Elena Prodi,"Neurocenter of Southern
Switzerland , Lugano","personal
data/biological material",,,"Comitato etico
cantonale Ticino",,28.07.2017
2017-01307,"A comparison of two dosage regimens of
oral misoprostol for labor induction",monocentric,Mr. Yannick Hurni,"Ente Ospedaliero
Cantonale, Ospedale
Regionale Bellinzona e
Valli, Dipartimento di
Ginecologia e Ostetricia,
Bellinzona","personal
data/biological material",,,"Comitato etico
cantonale Ticino",,08.09.2017
2017-01386,"CLINICAL AND ELECROCARDIOGRAPHIC
ASSESSMENT OF THE ARRHYTHMIC RISK IN
PATIENTS WITH BRUGADA SYNDROME",monocentric,Dr Giulio Conte,"Fondazione Cardiocentro
Ticino, Lugano","personal
data/biological material",,,"Comitato etico
cantonale Ticino",,12.12.2017
2017-01497,"A Two-Phase, Multicenter, Randomized
Study Comparing Autologous Protein
Solution with Hyaluronic Acid Intra
Articular Injections in Patients with Knee
Osteoarthritis.",monocentric,Christian Candrian,"Lugano Regional Hospital,
Lugano",clinical trial,,A,"Comitato etico
cantonale Ticino",,20.11.2017
2017-01614,"A Multicenter, Randomized, Double-Blind,
Placebo-Controlled Study in Subjects With
Relapsing Multiple Sclerosis to Evaluate the
Efficacy and Safety of BIIB033 as an Add-
On Therapy to Anti-Inflammatory Disease-
Modifying Therapies",multicentric,PD Dr. Claudio Gobbi,"Neurocentro della
Svizzera italiana, Centro
Sclerosi multipla, Lugano
Universitätsklinik für
Neurologie, Inselspital
Bern, Bern
Kantonsspital Aarau, Aarau
Universitätsspital Basel,
Basel
Universitätsspital Zürich,
Zürich",clinical trial,phase 2,C,"Comitato etico
cantonale Ticino","Ethikkommission
Nordwest- und
Zentralschweiz EKNZ
Kantonale
Ethikkommission Bern
Kantonale
Ethikkommission
Zürich",30.10.2017
2017-01619,"Minimally invasive procedure for the
discrimination of tissue resistivity in breast
cancer patients",monocentric,Dr. med. Emanuele Meroni,"Ospedale Regionale di
Mendrisio, 6850 Mendrisio","non clinical, involving
persons",,A,"Comitato etico
cantonale Ticino",,20.10.2017
2017-01760,"Global Congestive Heart Failure (G-CHF)
A global registry to study the
demographics, socioeconomic and clinical
factors, etiologies, pathophysiology,
management, barriers to care, and
outcomes of heart failure patients.",monocentric,Prof. Tiziano Moccetti,"Cardiocentro Ticino,
Lugano","non clinical, involving
persons",,A,"Comitato etico
cantonale Ticino",,21.12.2017
2017-01785,"Validation of a new S-ICD algorithm to
reduce oversensing of dynamic t-waves in
patients with Brugada Syndrome",monocentric,Giulio Conte,"Fondazione Cardiocentro
Ticino, Lugano","non clinical, involving
persons",,A,"Comitato etico
cantonale Ticino",,28.11.2017
2017-01788,"Taking a High-density Picture on a Sleeping
Brain in a Moving Body: the HdOA project
(High Density/Disorder of Arousal)",monocentric,Dr Silvia Riccardi,"Ospedale Regionale di
Lugano, Lugano","non clinical, involving
persons",,B,"Comitato etico
cantonale Ticino",,15.12.2017
2017-01957,"Evaluation of coagulopathy and liver
fibrosis before and after eradication
therapy in patients with hepatitis C virus
related cirrhosis: an observational pilot
study THE TITLE HAS BEEN MODIFIED
FOLLOWING THE EC INSTRUCTION",monocentric,MD Giuseppe Colucci,"Clinica Luganese
Moncucco, Lugano","non clinical, involving
persons",,A,"Comitato etico
cantonale Ticino",,11.12.2017
2017-02097,"Analisi retrospettiva dell’efficacia del
trattamento con ultrasuoni ad alta
intensità nel ridurre il volume di noduli
tiroidei benigni.",monocentric,Prof. Luca Giovanella,"Oncology Institute of
Southern Switzerland,
Bellinzona","personal
data/biological material",,,"Comitato etico
cantonale Ticino",,22.12.2017
2017-02147,"Posterior pelvic ring fractures:
Intraoperative 3D-CT guided navigation (O-
Arm©) for accurate positioning of sacro-
iliac screws.",monocentric,"PD Dr.med. Christian
Candrian","Regional Hospital Lugano,
Civico - EOC, Lugano","non clinical, involving
persons",,A,"Comitato etico
cantonale Ticino",,21.12.2017
2017-02152,"Early peristomal complications: predictive
risk factors and detailed analysis.",monocentric,"Prof. Dr. med
Christoforidis Dimitri","Ospedale Regionale di
Lugano, Lugano","personal
data/biological material",,,"Comitato etico
cantonale Ticino",,19.12.2017
2017-02153,"Re-operation by laparoscopy versus
laparotomy for post-operative
complications",monocentric,"Prof. Dr. med. Dimitri
Christoforidis","Ospedale Regionale di
Lugano (EOC), Lugano","personal
data/biological material",,,"Comitato etico
cantonale Ticino",,19.12.2017
2015-00037,"Predictive biomarkers of individual
trajectories in elderly persons with subtle
cognitive decline",monocentric,"Professor Panteleimon
Giannakopoulos","Hôpitaux Universitaires de
Genève, Genève","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,08.12.2016
2015-00053,Validation of clinical signs,multicentric,Dr. med. Selma Aybek,"Clinic of Neurology, HUG,
Geneva
Neurological Clinic, KSA,
Aarau","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER","Ethikkommission
Nordwest- und
Zentralschweiz EKNZ
Commission
cantonale d'éthique
de la recherche sur
l'être humain Vaud
(CER-VD)",25.01.2016
2015-00058,"Etude d’une cohorte rétrospective de tous
les patients traités chirurgicalement 2 à 18
ans auparavant pour une fracture de
cheville",monocentric,Dr. Victor Dubois Ferriere,"HUG, Geneve","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,11.01.2017
2015-00060,"Investigation of categorization versus
discrimination of emotion in humans:
investigation through near-infrared
spectroscopy",monocentric,"Associate
Professor/Didier/Grandjea
n","University of Geneva,
Geneva","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,09.08.2016
2015-00066,"Étude du rôle des oscillations corticales
auditives sur le décodage de la parole et de
leur dysfonctionnement dans la dyslexie
par neurostimulation transcrânienne",monocentric,Pr Anne-Lise Giraud,"Département des
Neurosciences
fondamentales de
l'Université de Genève,
Genève","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,01.03.2016
2015-00092,"Investigation of the behavioral correlates
of bodily self-consciousness",monocentric,Prof Olaf Blanke,"Center for
Neuroprosthetics, Geneva","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,24.05.2016
2015-00121,"HPV self-sampling as a test of cure after
treatment of cervical intraepithelial
neoplasia",monocentric,Dre. Manuela Viviano,"Hôpitaux Universitaires de
Genève, Genève, Suisse",clinical trial,,A,"Commission
cantonale d'éthique
de la recherche CCER",,18.02.2016
2015-00137,"Thalamic hemorrhage in term newborns:
MRI aspects and clinical correlation",monocentric,Dr Laura Merlini,"University hospital of
Geneva, Geneva","personal
data/biological material",,,"Commission
cantonale d'éthique
de la recherche CCER",,09.02.2016
2015-00160,"Effects of Nalmefene and Baclofen on
Impulsivity in Subjects with Alcohol Use
Disorder and Healthy Control Subjects : A
randomized, placebo-controlled study",monocentric,Prof Daniele Zullino,"Service d'addictologie,
Hôpitaux Universitaires de
Genève, Genève",clinical trial,n/a,B,"Commission
cantonale d'éthique
de la recherche CCER",,13.09.2016
